trajetId,start_place,end_place,price
57,Bogo,Mbalmayo,5900
715,Boutours,Melong,500
954,Edéa,Fontem,5500
451,Bafang,Bertoua,4900
323,Mbanga,Buea,4700
645,Mbalmayo,Bonabéri,8900
561,Campo,Figuif,6900
169,Bali Nyonga,Mbanga,5500
941,Nkongsamba,Garoua,2300
141,Campo,Bali Nyonga,700
529,Bafia,Yagoua,3100
482,Bertoua,Bonamoussadi,2900
626,Bafang,Mbouda,4700
26,Buea,Figuif,4700
168,Gazawa,Nanga-Eboko,300
412,Muyuka,Belo,5700
562,Yagoua,Bonamoussadi,7300
668,Kribi,Buea,1700
383,Edéa,Kribi,7100
65,Yagoua,Nkongsamba,2500
881,Boutours,Belo,9500
534,Bonakouamouang,Campo,100
380,Banga Bakundu,Bonaberi,3300
809,Figuif,Buea,3900
742,Melong,Gazawa,4700
1,Bafia,Loum,4500
551,Campo,Bimbia,6700
249,Campo,Bonaberi,3300
124,Maroua,Batibo,9100
792,Mora,Meiganga,4700
12,Bogo,Boutours,1900
344,Dibombari,Nanga-Eboko,2700
1000,Campo,Bertoua,3700
38,Messa,Mbandjock,4900
182,Yaounde,Nanga-Eboko,9500
867,Campo,Figuif,8900
760,Figuif,Edéa,4900
397,Garoua,Bertoua,300
702,Mora,Gazawa,6500
132,Bonaberi,Bafoussam,3500
289,Mbandjock,Campo,5300
648,Belo,Campo,6900
757,Bonamoussadi,Mbandjock,1900
46,Bali,Campo,5700
43,Mora,Garoua,6500
918,Essos,Buea,8900
396,Garoua,Dibombari,2700
158,Muyuka,Meiganga,8100
947,Guider,Bonanjo,5100
521,Bimbia,Fontem,4300
655,Bonanjo,Bogo,300
499,Bamenda,Boutours,7700
903,Nanga-Eboko,Dibombari,1100
323,Buea,Bali,4100
482,Muyuka,Edéa,6500
768,Essos,Mora,6500
836,Garoua,Bertoua,1500
31,Beti,Guider,6100
836,Melong,Bertoua,7700
905,Fontem,Mbandjock,6500
702,Nkongsamba,Bandjoun,3100
832,Buea,Figuif,8100
243,Essos,Mutengene,2900
945,Nanga-Eboko,Essos,1900
977,Bali,Yagoua,7700
209,Yagoua,Buea,6100
604,Loum,Mbandjock,1100
763,Dibombari,Limbe,6700
411,Fontem,Messa,9900
816,Beti,Yagoua,4700
867,Bimbia,Beti,4700
780,Mbouda,Buea,5300
721,Bafang,Mbanga,4500
131,Bafia,Figuif,2300
531,Bafang,Bonaberi,6500
472,Beti,Gazawa,7100
943,Kumba,Bonamoussadi,5700
766,Mbalmayo,Bonabéri,9900
335,Bonakouamouang,Bertoua,8100
434,Bogo,Buea,900
637,Essos,Loum,7700
172,Bertoua,Figuif,5100
626,Banga Bakundu,Buea,7500
10,Bonabéri,Bonakouamouang,1300
197,Beti,Bali Nyonga,3700
999,Kousseri,Gazawa,3300
481,Batibo,Fontem,2100
973,Mbandjock,Mokolo,9900
905,Mora,Yaounde,9300
646,Nanga-Eboko,Edéa,9700
846,Bimbia,Bonaberi,6100
738,Batibo,Bonanjo,8900
218,Fontem,Buea,9100
388,Nkongsamba,Kumba,6700
760,Buea,Kumba,5300
928,Nkongsamba,Yagoua,5300
980,Fontem,Batibo,7300
403,Bafang,Mutengene,8500
30,Yaounde,Bafoussam,4300
743,Nanga-Eboko,Bimbia,9100
359,Garoua,Gazawa,4300
837,Yaounde,Boutours,500
307,Fontem,Guider,9900
999,Maroua,Bonamoussadi,300
820,Batibo,Belabo,7900
443,Mbalmayo,Campo,9500
127,Bonabéri,Belabo,9300
3,Dibombari,Kumba,2300
454,Douala,Bonamoussadi,2700
361,Bonamoussadi,Maroua,5300
592,Bonaberi,Essos,100
774,Mbalmayo,Mbouda,4100
415,Meiganga,Garoua,700
824,Figuif,Bimbia,4500
930,Mbandjock,Meiganga,9700
605,Bogo,Buea,6100
178,Bertoua,Belabo,700
298,Batibo,Meiganga,5900
359,Dibombari,Bandjoun,6300
379,Mbouda,Bogo,1700
566,Mbouda,Essos,8300
676,Kumba,Figuif,3900
847,Guider,Yagoua,3900
996,Fontem,Bonaberi,4300
409,Meiganga,Guider,1900
823,Nkongsamba,Batibo,7700
892,Limbe,Mutengene,9100
138,Belabo,Edéa,5100
543,Meiganga,Kumba,3300
686,Edéa,Dibombari,2500
359,Loum,Bonabéri,100
106,Mbandjock,Mokolo,8900
176,Mutengene,Mbandjock,3500
454,Buea,Bonabéri,7100
811,Mokolo,Mbouda,3700
260,Fontem,Bonanjo,8700
741,Guider,Mbouda,9100
715,Mbalmayo,Maroua,9900
247,Garoua,Bali Nyonga,4500
44,Mbandjock,Campo,9300
66,Fontem,Bandjoun,5100
799,Messa,Figuif,9900
756,Bogo,Messa,5100
938,Mbouda,Bali Nyonga,2700
149,Bamenda,Douala,8900
625,Bimbia,Gazawa,2100
454,Mbandjock,Bafia,2700
968,Bafang,Yagoua,700
368,Melong,Bertoua,5100
385,Bamenda,Bimbia,5700
972,Mbandjock,Belo,8300
801,Banga Bakundu,Gazawa,2300
414,Dibombari,Edéa,9700
171,Bafoussam,Garoua,9300
1,Kribi,Mutengene,4900
676,Yagoua,Mutengene,4900
795,Dibombari,Bonaberi,9100
801,Bonanjo,Kumba,3900
644,Kousseri,Dibombari,7100
237,Mutengene,Yaounde,4500
38,Nanga-Eboko,Bafia,2500
404,Bali Nyonga,Bogo,1500
320,Maroua,Mokolo,3700
316,Mbanga,Mbalmayo,8100
541,Garoua,Mbalmayo,2500
420,Bogo,Gazawa,9100
894,Gazawa,Bali Nyonga,4100
502,Mokolo,Dibombari,2900
30,Buea,Figuif,4900
645,Bertoua,Banga Bakundu,3700
196,Mbalmayo,Mora,3900
858,Belo,Bonaberi,5100
597,Edéa,Bali,1900
677,Edéa,Bogo,6500
632,Douala,Mbanga,2500
759,Mora,Bamenda,6300
959,Loum,Belo,500
948,Dibombari,Campo,6300
425,Belo,Messa,2100
739,Bafoussam,Belabo,4900
680,Bertoua,Bonaberi,5500
262,Messa,Meiganga,4700
525,Bonamoussadi,Bamenda,7300
104,Mbandjock,Bandjoun,2300
67,Banga Bakundu,Bertoua,2700
108,Mbouda,Maroua,300
291,Boutours,Yaounde,2500
43,Bali,Campo,8300
559,Boutours,Nkongsamba,9100
31,Mbandjock,Loum,3700
657,Figuif,Kumba,1300
539,Bonanjo,Yagoua,6500
241,Bamenda,Mbalmayo,9500
433,Limbe,Nkongsamba,2500
648,Bandjoun,Bonaberi,3100
793,Bertoua,Bali Nyonga,300
135,Belabo,Bonanjo,900
121,Boutours,Messa,4900
449,Buea,Messa,3100
310,Dibombari,Belabo,2500
518,Essos,Bonanjo,3500
499,Limbe,Loum,1100
557,Mora,Bonanjo,8900
761,Kribi,Melong,6100
868,Bertoua,Kumba,6900
768,Nkongsamba,Kribi,9100
190,Bafia,Bonaberi,100
226,Belo,Bandjoun,4300
481,Buea,Bonanjo,1300
896,Garoua,Bafang,5900
302,Bali,Bamenda,7500
61,Bonakouamouang,Kumba,3700
879,Bonabéri,Yaounde,2300
769,Meiganga,Bafang,3700
438,Bafang,Edéa,2700
198,Banga Bakundu,Nanga-Eboko,9500
576,Bonaberi,Campo,8500
526,Yaounde,Nanga-Eboko,5300
37,Belo,Bali Nyonga,9700
777,Banga Bakundu,Buea,8700
423,Bonamoussadi,Kousseri,7700
146,Messa,Beti,3300
868,Messa,Guider,700
818,Messa,Loum,8700
989,Kribi,Fontem,5100
553,Belo,Mora,9500
958,Nkongsamba,Mbouda,100
399,Belabo,Bafia,1500
789,Kousseri,Bafoussam,6700
279,Mbalmayo,Bonanjo,6300
744,Loum,Meiganga,3300
451,Bafia,Belabo,4100
420,Bafia,Buea,2900
124,Belo,Garoua,1100
939,Banga Bakundu,Bafoussam,2700
281,Mbouda,Meiganga,2300
757,Dibombari,Essos,1100
850,Mbalmayo,Kousseri,6300
456,Maroua,Fontem,1900
692,Mutengene,Melong,100
386,Garoua,Batibo,7700
703,Bimbia,Edéa,9100
681,Belo,Edéa,1500
39,Meiganga,Mbouda,9500
614,Bamenda,Bafang,3900
743,Kousseri,Mbandjock,4300
654,Belabo,Batibo,6100
849,Bonabéri,Melong,8700
368,Bali Nyonga,Batibo,6900
968,Garoua,Bali,1100
375,Buea,Bimbia,2900
763,Belo,Mutengene,5500
532,Fontem,Bertoua,5300
696,Mbanga,Bafang,4700
76,Bonamoussadi,Mora,1300
268,Fontem,Essos,5300
366,Bafoussam,Douala,6900
803,Boutours,Bamenda,700
719,Buea,Yagoua,5500
169,Bandjoun,Melong,8500
562,Essos,Loum,7700
27,Figuif,Maroua,1900
984,Buea,Yagoua,500
455,Melong,Essos,9500
195,Bonamoussadi,Mbandjock,1500
827,Bali,Kribi,9900
526,Kousseri,Loum,2100
123,Bali Nyonga,Muyuka,9500
110,Bertoua,Mbalmayo,4900
681,Buea,Bonakouamouang,9700
50,Bonabéri,Bonanjo,3900
32,Messa,Bali Nyonga,1700
54,Bonabéri,Mutengene,9700
54,Mbanga,Bogo,9500
354,Yagoua,Belabo,4700
489,Dibombari,Bertoua,8500
828,Bonabéri,Bertoua,4100
682,Banga Bakundu,Muyuka,6700
195,Bonamoussadi,Beti,1100
246,Messa,Garoua,1300
997,Beti,Douala,4500
109,Bali Nyonga,Maroua,3700
546,Beti,Yagoua,300
264,Kumba,Bafang,2700
600,Mutengene,Bogo,2100
462,Douala,Bertoua,4100
467,Mbanga,Mutengene,900
31,Banga Bakundu,Batibo,5900
164,Belabo,Bogo,2100
225,Bafang,Meiganga,5300
585,Bali,Maroua,4300
611,Bafoussam,Kumba,7100
498,Bafang,Bali Nyonga,2700
402,Guider,Kumba,700
112,Bonaberi,Kumba,3100
352,Essos,Bogo,8300
718,Bafang,Bali Nyonga,2300
68,Fontem,Bafoussam,3900
958,Essos,Bonabéri,6100
303,Bandjoun,Edéa,8500
16,Bertoua,Edéa,6700
379,Belo,Bamenda,1900
