plantripId,vehiculeId,trajetId,plannerId,travelerId,add_at,start_at,end_at
40,502,550,3071,1211,6074-02-23 10:23:21,6074-02-24 10:23:21,6080-03-14 10:23:21
914,69,745,497,2743,4978-10-08 03:46:35,4978-10-09 03:46:35,4979-02-02 03:46:35
318,466,541,4431,1295,6208-09-25 19:23:20,6208-09-26 19:23:20,6211-03-06 19:23:20
493,129,809,1544,2763,7141-12-18 11:30:08,7141-12-19 11:30:08,7146-10-02 11:30:08
773,446,254,1628,3887,5484-03-23 07:08:59,5484-03-24 07:08:59,5490-03-12 07:08:59
338,530,56,3786,3743,6630-04-20 19:10:07,6630-04-21 19:10:07,6637-02-07 19:10:07
629,383,466,1981,3399,7021-03-05 10:50:14,7021-03-06 10:50:14,7023-10-28 10:50:14
433,780,499,3381,2524,6866-01-11 15:54:31,6866-01-12 15:54:31,6866-02-24 15:54:31
862,730,985,3775,3797,5707-05-24 20:05:52,5707-05-25 20:05:52,5709-07-13 20:05:52
566,69,553,1679,3201,7001-06-17 21:48:50,7001-06-18 21:48:50,7002-01-08 21:48:50
305,836,881,4261,3046,5215-07-04 07:24:26,5215-07-05 07:24:26,5216-04-05 07:24:26
84,49,892,4499,1046,6447-05-07 05:23:30,6447-05-08 05:23:30,6454-12-17 05:23:30
212,808,798,776,3587,5803-02-20 06:14:59,5803-02-21 06:14:59,5810-03-06 06:14:59
30,674,251,4760,2087,6441-04-14 16:41:01,6441-04-15 16:41:01,6448-04-22 16:41:01
447,970,646,4844,1622,5041-08-09 04:45:35,5041-08-10 04:45:35,5045-11-09 04:45:35
588,920,931,2521,816,6523-11-10 01:12:38,6523-11-11 01:12:38,6524-10-20 01:12:38
413,286,271,1323,2086,5243-07-16 06:27:15,5243-07-17 06:27:15,5248-08-14 06:27:15
767,680,705,595,394,6247-05-06 15:46:50,6247-05-07 15:46:50,6249-09-20 15:46:50
456,280,932,4805,1163,6456-05-13 19:19:40,6456-05-14 19:19:40,6461-02-18 19:19:40
25,638,658,69,3600,5250-08-29 14:45:01,5250-08-30 14:45:01,5256-07-05 14:45:01
458,326,828,3302,806,5586-11-01 08:39:40,5586-11-02 08:39:40,5594-05-24 08:39:40
164,673,4,1745,846,6606-07-22 21:48:14,6606-07-23 21:48:14,6614-02-21 21:48:14
129,891,23,3092,705,6520-10-24 22:27:19,6520-10-25 22:27:19,6524-05-22 22:27:19
473,794,660,4383,1525,5071-08-05 19:05:33,5071-08-06 19:05:33,5076-02-25 19:05:33
648,678,818,4895,4389,6666-01-24 08:25:40,6666-01-25 08:25:40,6672-10-15 08:25:40
784,338,246,1065,2636,5271-01-12 14:26:13,5271-01-13 14:26:13,5278-10-13 14:26:13
888,310,954,1960,1040,5587-09-06 10:33:03,5587-09-07 10:33:03,5592-09-03 10:33:03
445,355,517,2818,428,5373-08-21 03:29:19,5373-08-22 03:29:19,5376-02-27 03:29:19
328,357,568,3998,3395,7109-01-02 14:28:45,7109-01-03 14:28:45,7113-04-15 14:28:45
577,772,888,2067,664,6597-02-12 13:42:47,6597-02-13 13:42:47,6604-11-25 13:42:47
973,961,511,490,1559,5190-04-07 02:32:41,5190-04-08 02:32:41,5194-09-29 02:32:41
284,213,249,1694,1628,7017-10-04 09:28:07,7017-10-05 09:28:07,7019-12-26 09:28:07
900,697,692,1638,4774,6075-07-16 17:44:39,6075-07-17 17:44:39,6080-07-26 17:44:39
768,549,598,2380,2983,6799-11-28 08:11:05,6799-11-29 08:11:05,6807-03-01 08:11:05
292,747,591,2930,2880,5463-08-25 01:58:29,5463-08-26 01:58:29,5469-09-30 01:58:29
882,796,605,4699,1185,6830-05-30 07:36:51,6830-05-31 07:36:51,6832-03-08 07:36:51
442,877,594,1468,2243,5460-01-24 11:00:43,5460-01-25 11:00:43,5464-09-05 11:00:43
227,538,567,133,352,6695-01-04 16:12:50,6695-01-05 16:12:50,6699-12-13 16:12:50
231,863,522,4491,1043,5884-12-04 10:43:34,5884-12-05 10:43:34,5886-12-07 10:43:34
200,253,821,4440,3075,6661-11-08 00:50:18,6661-11-09 00:50:18,6666-07-24 00:50:18
971,507,978,1599,793,6109-04-14 21:30:22,6109-04-15 21:30:22,6111-09-26 21:30:22
575,934,811,2618,4895,6257-07-19 04:36:31,6257-07-20 04:36:31,6262-11-17 04:36:31
651,826,858,4458,530,5606-01-19 14:43:53,5606-01-20 14:43:53,5613-02-17 14:43:53
555,766,177,4019,4888,5015-05-04 21:55:16,5015-05-05 21:55:16,5021-12-06 21:55:16
251,488,387,1169,2395,7239-09-03 00:24:55,7239-09-04 00:24:55,7239-10-18 00:24:55
506,54,875,2942,23,5449-09-20 20:22:44,5449-09-21 20:22:44,5452-12-27 20:22:44
195,574,310,924,4943,5363-01-22 10:04:36,5363-01-23 10:04:36,5363-09-25 10:04:36
473,991,239,393,1324,5421-08-29 19:44:41,5421-08-30 19:44:41,5424-07-24 19:44:41
804,403,749,2816,529,5107-02-03 23:52:55,5107-02-04 23:52:55,5114-04-12 23:52:55
966,769,602,1923,743,5110-01-30 17:22:18,5110-01-31 17:22:18,5115-08-22 17:22:18
353,290,510,1823,2337,5430-09-26 21:58:54,5430-09-27 21:58:54,5435-03-20 21:58:54
973,331,480,3278,2141,6804-10-04 14:23:45,6804-10-05 14:23:45,6812-04-25 14:23:45
595,323,736,3458,23,5096-09-16 20:07:16,5096-09-17 20:07:16,5102-10-30 20:07:16
564,357,198,1031,1040,5561-10-20 01:02:18,5561-10-21 01:02:18,5562-03-02 01:02:18
391,269,914,887,4877,6638-09-17 18:48:31,6638-09-18 18:48:31,6640-07-01 18:48:31
739,532,426,625,3192,5120-09-10 07:03:43,5120-09-11 07:03:43,5127-12-23 07:03:43
115,754,203,389,4891,5560-08-05 17:58:54,5560-08-06 17:58:54,5562-01-27 17:58:54
148,223,384,2827,3364,5651-05-18 05:17:13,5651-05-19 05:17:13,5658-03-05 05:17:13
964,953,50,3352,2887,5107-12-24 23:20:43,5107-12-25 23:20:43,5113-03-14 23:20:43
451,241,961,3404,3361,6621-05-05 11:38:39,6621-05-06 11:38:39,6628-04-22 11:38:39
302,265,7,3127,1538,5165-06-27 12:10:02,5165-06-28 12:10:02,5173-02-22 12:10:02
978,819,8,3584,2614,6515-01-13 14:47:38,6515-01-14 14:47:38,6516-07-09 14:47:38
450,225,245,2380,511,5615-01-05 07:03:19,5615-01-06 07:03:19,5622-05-13 07:03:19
755,217,771,4179,4280,7116-07-21 02:35:42,7116-07-22 02:35:42,7117-04-30 02:35:42
617,642,350,1612,4641,6639-01-24 06:59:00,6639-01-25 06:59:00,6645-07-24 06:59:00
157,725,230,902,2391,6489-04-17 10:35:48,6489-04-18 10:35:48,6493-02-22 10:35:48
739,21,191,1923,3308,6799-10-30 13:02:03,6799-10-31 13:02:03,6799-12-05 13:02:03
806,642,444,738,4786,5471-09-28 12:38:56,5471-09-29 12:38:56,5474-08-25 12:38:56
898,690,323,1148,3947,5278-02-26 13:17:30,5278-02-27 13:17:30,5279-10-21 13:17:30
610,144,223,4136,2298,6880-05-27 21:14:27,6880-05-28 21:14:27,6881-10-24 21:14:27
58,600,932,2146,4654,6691-02-22 03:49:30,6691-02-23 03:49:30,6693-05-08 03:49:30
699,938,971,3623,2455,5685-09-05 23:17:02,5685-09-06 23:17:02,5688-05-08 23:17:02
813,848,851,3898,2005,7075-12-31 22:22:57,7076-01-01 22:22:57,7082-03-31 22:22:57
546,252,836,4860,1139,7167-09-22 21:33:28,7167-09-23 21:33:28,7170-09-14 21:33:28
172,118,226,4963,707,7164-05-12 04:39:56,7164-05-13 04:39:56,7167-11-13 04:39:56
266,421,771,298,4453,6195-01-15 10:58:39,6195-01-16 10:58:39,6197-09-29 10:58:39
297,890,953,2036,1529,6101-06-13 12:16:29,6101-06-14 12:16:29,6109-04-04 12:16:29
800,704,256,524,4035,6615-11-27 22:39:42,6615-11-28 22:39:42,6617-04-22 22:39:42
621,304,956,3470,2570,5977-09-12 13:37:44,5977-09-13 13:37:44,5980-05-10 13:37:44
469,730,318,260,647,6663-11-07 03:20:46,6663-11-08 03:20:46,6666-04-06 03:20:46
851,35,483,1035,3568,6636-10-22 22:47:04,6636-10-23 22:47:04,6644-02-23 22:47:04
901,519,809,2265,4257,6933-09-09 04:50:48,6933-09-10 04:50:48,6938-04-16 04:50:48
555,219,656,4965,3440,6634-02-21 17:47:54,6634-02-22 17:47:54,6638-03-26 17:47:54
547,863,29,3301,1984,5732-02-12 07:30:03,5732-02-13 07:30:03,5734-09-17 07:30:03
789,289,941,151,1349,6102-12-30 02:31:13,6102-12-31 02:31:13,6106-09-01 02:31:13
827,822,377,1132,1617,6620-09-10 01:35:32,6620-09-11 01:35:32,6622-04-26 01:35:32
140,829,666,2288,862,5186-09-24 02:51:46,5186-09-25 02:51:46,5194-06-06 02:51:46
862,397,864,2960,1365,5964-11-19 00:50:25,5964-11-20 00:50:25,5966-09-04 00:50:25
18,424,812,2776,4528,7222-06-18 04:19:05,7222-06-19 04:19:05,7228-12-07 04:19:05
915,864,185,358,180,5120-06-08 15:24:29,5120-06-09 15:24:29,5120-10-23 15:24:29
815,93,35,4509,3396,7045-05-09 12:17:15,7045-05-10 12:17:15,7051-11-06 12:17:15
77,457,596,1318,2880,5713-03-05 12:48:00,5713-03-06 12:48:00,5717-11-05 12:48:00
626,434,990,625,4857,5460-06-12 19:58:56,5460-06-13 19:58:56,5468-03-30 19:58:56
365,914,189,23,50,5158-03-07 07:33:47,5158-03-08 07:33:47,5165-06-25 07:33:47
150,361,327,1680,824,6669-07-12 06:40:15,6669-07-13 06:40:15,6675-02-25 06:40:15
635,766,209,300,4549,6317-02-18 01:27:08,6317-02-19 01:27:08,6321-06-03 01:27:08
886,753,365,3160,4868,5226-05-25 23:32:45,5226-05-26 23:32:45,5233-04-10 23:32:45
360,234,57,3104,3336,6912-05-20 19:03:56,6912-05-21 19:03:56,6918-09-29 19:03:56
542,600,715,1031,3364,5507-06-01 06:08:45,5507-06-02 06:08:45,5507-10-20 06:08:45
1722,311,10,1031,3719,5373-07-13 17:33:27,5373-07-14 17:33:27,5373-07-14 18:03:27
1488,175,934,1031,584,5539-02-03 23:56:14,5539-02-04 23:56:14,5539-02-05 00:26:14
1055,722,553,1031,1232,5448-06-15 20:49:28,5448-06-16 20:49:28,5448-06-16 21:19:28
1007,124,752,1031,3450,6164-05-11 20:36:03,6164-05-12 20:36:03,6164-05-12 21:06:03
1339,494,446,1031,3234,6885-03-16 04:29:46,6885-03-17 04:29:46,6885-03-17 04:59:46
1274,420,982,1031,1277,6338-10-24 16:14:48,6338-10-25 16:14:48,6338-10-25 16:44:48
1663,184,684,1031,2905,6937-10-03 20:02:01,6937-10-04 20:02:01,6937-10-04 20:32:01
1199,350,195,1031,4419,6915-07-13 11:14:34,6915-07-14 11:14:34,6915-07-14 11:44:34
1802,502,260,1031,4165,7173-04-05 12:10:33,7173-04-06 12:10:33,7173-04-06 12:40:33
1613,635,69,1031,4201,5165-03-13 04:26:26,5165-03-14 04:26:26,5165-03-14 04:56:26
1397,678,355,1031,3822,5325-08-13 21:39:50,5325-08-14 21:39:50,5325-08-14 22:09:50
1687,600,876,1031,3396,5231-11-18 08:24:01,5231-11-19 08:24:01,5231-11-19 08:54:01
1575,248,158,1031,2113,6774-03-21 18:53:25,6774-03-22 18:53:25,6774-03-22 19:23:25
1744,487,408,1031,2662,5969-09-01 23:02:39,5969-09-02 23:02:39,5969-09-02 23:32:39
1874,190,392,1031,4318,5878-09-19 03:22:45,5878-09-20 03:22:45,5878-09-20 03:52:45
1986,765,614,1031,1902,5525-06-29 01:12:04,5525-06-30 01:12:04,5525-06-30 01:42:04
1874,463,359,1031,1117,5856-05-07 05:07:48,5856-05-08 05:07:48,5856-05-08 05:37:48
1986,355,638,1031,1292,7040-01-17 16:46:31,7040-01-18 16:46:31,7040-01-18 17:16:31
1138,645,103,1031,1585,7012-09-25 18:03:30,7012-09-26 18:03:30,7012-09-26 18:33:30
1025,305,834,1031,1973,6244-06-26 21:26:23,6244-06-27 21:26:23,6244-06-27 21:56:23
1010,324,740,1031,409,6248-03-19 08:44:17,6248-03-20 08:44:17,6248-03-20 09:14:17
1338,848,674,1031,100,6696-12-19 11:20:05,6696-12-20 11:20:05,6696-12-20 11:50:05
1569,569,55,1031,1705,6425-08-01 16:41:59,6425-08-02 16:41:59,6425-08-02 17:11:59
1592,774,667,1031,57,5965-11-05 03:32:34,5965-11-06 03:32:34,5965-11-06 04:02:34
1979,533,669,1031,3316,5868-06-07 05:42:11,5868-06-08 05:42:11,5868-06-08 06:12:11
1507,10,137,1031,2157,5647-12-27 23:54:00,5647-12-28 23:54:00,5647-12-29 00:24:00
1180,475,344,1031,4979,5958-03-13 08:55:33,5958-03-14 08:55:33,5958-03-14 09:25:33
2000,572,427,1031,3741,6777-07-23 22:09:20,6777-07-24 22:09:20,6777-07-24 22:39:20
1522,641,976,1031,2491,6365-09-01 23:48:16,6365-09-02 23:48:16,6365-09-03 00:18:16
1370,692,805,1031,1566,5419-07-02 09:43:34,5419-07-03 09:43:34,5419-07-03 10:13:34
1415,182,222,1031,3762,6416-05-02 21:29:51,6416-05-03 21:29:51,6416-05-03 21:59:51
1675,116,580,1031,2510,5138-03-14 01:46:52,5138-03-15 01:46:52,5138-03-15 02:16:52
1967,678,122,1031,291,5897-09-24 17:32:20,5897-09-25 17:32:20,5897-09-25 18:02:20
1586,350,395,1031,4997,7088-10-17 19:15:08,7088-10-18 19:15:08,7088-10-18 19:45:08
1317,35,343,1031,3957,5982-01-22 23:44:53,5982-01-23 23:44:53,5982-01-24 00:14:53
1239,294,106,1031,291,5944-04-25 18:44:12,5944-04-26 18:44:12,5944-04-26 19:14:12
1135,466,561,1031,3855,7267-06-20 14:59:52,7267-06-21 14:59:52,7267-06-21 15:29:52
1910,585,759,1031,4081,6012-05-20 15:18:34,6012-05-21 15:18:34,6012-05-21 15:48:34
1168,656,288,1031,3031,5622-10-18 11:56:22,5622-10-19 11:56:22,5622-10-19 12:26:22
1088,973,339,1031,1389,7034-08-26 09:39:35,7034-08-27 09:39:35,7034-08-27 10:09:35
1547,947,945,1031,3287,7131-06-11 05:43:37,7131-06-12 05:43:37,7131-06-12 06:13:37
1305,642,148,1031,4916,5786-03-23 06:48:11,5786-03-24 06:48:11,5786-03-24 07:18:11
1898,927,548,1031,4484,6524-09-29 20:36:34,6524-09-30 20:36:34,6524-09-30 21:06:34
1352,745,490,1031,1977,5414-11-17 11:07:37,5414-11-18 11:07:37,5414-11-18 11:37:37
1255,933,46,1031,1193,6199-09-15 20:53:59,6199-09-16 20:53:59,6199-09-16 21:23:59
1846,100,955,1031,4517,7231-05-05 01:15:56,7231-05-06 01:15:56,7231-05-06 01:45:56
1223,710,455,1031,2982,6968-02-11 00:49:54,6968-02-12 00:49:54,6968-02-12 01:19:54
1279,41,820,1031,4113,6615-11-23 13:06:12,6615-11-24 13:06:12,6615-11-24 13:36:12
1585,759,559,1031,3396,6683-11-16 20:07:01,6683-11-17 20:07:01,6683-11-17 20:37:01
1505,934,52,1031,3866,6815-03-21 23:30:54,6815-03-22 23:30:54,6815-03-23 00:00:54
1533,756,151,1031,315,7227-02-24 06:03:21,7227-02-25 06:03:21,7227-02-25 06:33:21
1498,714,962,1031,1565,7269-11-30 12:40:54,7269-12-01 12:40:54,7269-12-01 13:10:54
1960,388,687,1031,868,4980-08-19 07:30:53,4980-08-20 07:30:53,4980-08-20 08:00:53
1575,182,854,1031,920,5035-02-23 16:54:14,5035-02-24 16:54:14,5035-02-24 17:24:14
1233,757,830,1031,3557,5251-11-21 04:04:39,5251-11-22 04:04:39,5251-11-22 04:34:39
1622,3,351,1031,1562,6293-10-28 07:12:51,6293-10-29 07:12:51,6293-10-29 07:42:51
1944,131,199,1031,3141,5217-07-22 06:13:16,5217-07-23 06:13:16,5217-07-23 06:43:16
1163,690,575,1031,835,5376-08-18 18:07:21,5376-08-19 18:07:21,5376-08-19 18:37:21
1050,400,287,1031,4125,6973-09-16 20:48:50,6973-09-17 20:48:50,6973-09-17 21:18:50
1525,54,847,1031,1193,5312-06-11 09:57:17,5312-06-12 09:57:17,5312-06-12 10:27:17
1071,249,531,1031,1211,5685-09-18 00:55:08,5685-09-19 00:55:08,5685-09-19 01:25:08
1817,135,137,1031,73,5430-10-06 23:43:09,5430-10-07 23:43:09,5430-10-08 00:13:09
1964,132,398,1031,2874,6211-01-14 02:17:37,6211-01-15 02:17:37,6211-01-15 02:47:37
1180,403,631,1031,3947,6781-01-19 13:23:07,6781-01-20 13:23:07,6781-01-20 13:53:07
1460,320,974,1031,4484,5139-12-27 03:36:59,5139-12-28 03:36:59,5139-12-28 04:06:59
1588,707,599,1031,1309,6957-12-16 06:24:11,6957-12-17 06:24:11,6957-12-17 06:54:11
1148,571,638,1031,3498,6898-11-26 21:29:49,6898-11-27 21:29:49,6898-11-27 21:59:49
1772,145,539,1031,4017,6950-06-28 23:06:43,6950-06-29 23:06:43,6950-06-29 23:36:43
1084,802,377,1031,3154,7133-01-27 06:02:37,7133-01-28 06:02:37,7133-01-28 06:32:37
1958,952,246,1031,3120,6012-05-24 13:22:55,6012-05-25 13:22:55,6012-05-25 13:52:55
1487,927,402,1031,4843,5630-08-29 13:20:46,5630-08-30 13:20:46,5630-08-30 13:50:46
1364,259,836,1031,4295,6425-04-13 15:55:43,6425-04-14 15:55:43,6425-04-14 16:25:43
1230,589,488,1031,1751,7243-07-05 08:55:15,7243-07-06 08:55:15,7243-07-06 09:25:15
