plantripId,vehiculeId,trajetId,plannerId,travelerId,add_at,start_at,end_at
644,677,387,3480,4095,6235-10-23 14:15:06,6235-10-24 14:15:06,6237-07-04 14:15:06
916,554,36,4895,3965,6702-12-13 22:32:05,6702-12-14 22:32:05,6709-11-26 22:32:05
355,447,335,1995,4749,6732-05-27 01:07:26,6732-05-28 01:07:26,6734-04-20 01:07:26
377,494,691,1569,2529,6595-10-15 17:24:19,6595-10-16 17:24:19,6602-11-13 17:24:19
155,969,712,2935,3178,5183-10-30 01:25:30,5183-10-31 01:25:30,5189-08-25 01:25:30
992,111,996,4895,4220,6118-10-23 17:45:34,6118-10-24 17:45:34,6125-12-21 17:45:34
443,627,986,2758,476,6732-12-18 04:57:58,6732-12-19 04:57:58,6736-08-08 04:57:58
631,724,514,1104,4451,6257-03-22 21:38:36,6257-03-23 21:38:36,6264-05-17 21:38:36
345,379,990,4281,3421,6028-06-18 15:31:31,6028-06-19 15:31:31,6035-08-03 15:31:31
596,842,983,897,2032,6188-04-05 21:32:13,6188-04-06 21:32:13,6195-03-23 21:32:13
364,883,313,4007,2106,6493-10-25 08:18:34,6493-10-26 08:18:34,6497-10-02 08:18:34
238,703,890,3276,4235,6550-11-17 09:47:16,6550-11-18 09:47:16,6557-01-27 09:47:16
64,893,64,4005,3270,5945-06-07 05:25:03,5945-06-08 05:25:03,5948-07-18 05:25:03
689,725,404,3780,4377,7206-07-03 15:29:02,7206-07-04 15:29:02,7210-01-28 15:29:02
793,568,51,3147,2740,6162-01-11 19:26:33,6162-01-12 19:26:33,6165-04-05 19:26:33
24,378,442,3556,1313,5067-05-29 15:04:06,5067-05-30 15:04:06,5067-08-06 15:04:06
222,832,855,508,3985,5053-05-22 22:02:17,5053-05-23 22:02:17,5058-09-15 22:02:17
454,924,839,4867,987,6703-02-18 18:09:29,6703-02-19 18:09:29,6704-08-03 18:09:29
88,640,178,4816,2806,5608-10-26 17:52:17,5608-10-27 17:52:17,5611-03-08 17:52:17
98,199,9,1816,2102,6906-07-05 06:33:39,6906-07-06 06:33:39,6910-11-11 06:33:39
964,506,811,4193,4109,6518-06-19 20:14:43,6518-06-20 20:14:43,6520-01-21 20:14:43
290,386,95,3226,4952,6279-03-31 23:15:10,6279-04-01 23:15:10,6284-04-05 23:15:10
968,928,795,430,2442,7049-01-08 22:54:39,7049-01-09 22:54:39,7054-03-17 22:54:39
812,560,327,4162,3831,5283-06-12 07:58:17,5283-06-13 07:58:17,5285-11-10 07:58:17
879,159,202,4581,3268,5288-11-24 06:47:47,5288-11-25 06:47:47,5295-03-07 06:47:47
564,527,919,4398,611,5429-03-26 15:07:13,5429-03-27 15:07:13,5429-09-07 15:07:13
163,506,482,1747,1245,6263-07-17 01:17:37,6263-07-18 01:17:37,6266-12-22 01:17:37
125,405,605,488,154,6902-05-05 19:01:26,6902-05-06 19:01:26,6904-01-05 19:01:26
494,630,466,1252,256,5556-08-05 22:22:22,5556-08-06 22:22:22,5556-11-18 22:22:22
254,93,776,4843,1496,6588-01-28 22:35:21,6588-01-29 22:35:21,6589-08-13 22:35:21
78,514,659,3562,823,5916-12-17 00:16:04,5916-12-18 00:16:04,5918-10-18 00:16:04
50,210,507,3303,785,5566-07-10 10:47:04,5566-07-11 10:47:04,5567-11-25 10:47:04
240,832,341,3634,4513,5894-06-13 06:02:27,5894-06-14 06:02:27,5896-02-06 06:02:27
327,169,188,3699,3330,6478-02-17 10:40:01,6478-02-18 10:40:01,6482-03-25 10:40:01
837,354,68,1375,2507,6283-09-24 09:55:32,6283-09-25 09:55:32,6288-08-14 09:55:32
244,942,801,1978,4145,7163-07-12 12:23:48,7163-07-13 12:23:48,7168-06-07 12:23:48
349,190,581,4849,2653,6654-06-10 08:46:16,6654-06-11 08:46:16,6659-08-24 08:46:16
665,517,824,3668,1571,6418-10-18 16:12:07,6418-10-19 16:12:07,6421-05-04 16:12:07
892,816,562,639,4637,7066-05-11 02:57:24,7066-05-12 02:57:24,7068-05-02 02:57:24
530,626,949,2857,1640,6631-06-20 00:53:47,6631-06-21 00:53:47,6638-04-07 00:53:47
384,836,918,2730,2005,6558-02-12 16:43:33,6558-02-13 16:43:33,6560-01-14 16:43:33
775,529,900,4011,2172,5259-02-01 19:34:53,5259-02-02 19:34:53,5259-04-30 19:34:53
549,48,333,1860,1132,5330-02-07 15:57:16,5330-02-08 15:57:16,5332-01-31 15:57:16
174,324,961,25,3923,6240-01-21 14:36:46,6240-01-22 14:36:46,6242-01-07 14:36:46
96,295,710,4651,2488,5194-04-10 15:29:41,5194-04-11 15:29:41,5199-02-25 15:29:41
936,760,742,2894,2852,5099-12-26 08:48:31,5099-12-27 08:48:31,5104-07-03 08:48:31
544,240,735,1244,3001,6207-08-24 13:42:11,6207-08-25 13:42:11,6209-05-24 13:42:11
94,836,621,3178,238,6188-05-06 18:24:08,6188-05-07 18:24:08,6193-07-21 18:24:08
526,306,364,1903,2232,6452-03-19 03:43:40,6452-03-20 03:43:40,6453-05-23 03:43:40
855,711,356,581,3542,6501-09-09 02:23:44,6501-09-10 02:23:44,6505-02-09 02:23:44
390,387,137,1970,1055,6705-04-30 04:49:12,6705-05-01 04:49:12,6708-06-28 04:49:12
939,349,4,1091,4507,6871-07-16 15:42:54,6871-07-17 15:42:54,6875-03-17 15:42:54
433,22,383,4234,3997,5942-11-05 11:31:01,5942-11-06 11:31:01,5947-07-31 11:31:01
609,994,440,4587,2672,6253-01-14 21:49:30,6253-01-15 21:49:30,6253-04-22 21:49:30
670,842,940,3143,1562,5465-10-21 12:54:07,5465-10-22 12:54:07,5471-08-13 12:54:07
163,629,196,2630,2719,5964-12-06 19:28:12,5964-12-07 19:28:12,5965-02-10 19:28:12
262,504,393,4516,804,5690-11-05 22:34:24,5690-11-06 22:34:24,5698-08-27 22:34:24
626,653,597,2717,1104,6399-08-26 13:47:27,6399-08-27 13:47:27,6405-06-14 13:47:27
664,443,366,4565,519,6632-11-03 21:50:08,6632-11-04 21:50:08,6636-11-15 21:50:08
1000,350,461,1900,918,6203-04-24 07:11:32,6203-04-25 07:11:32,6203-06-13 07:11:32
321,788,525,1587,4527,6510-07-12 04:04:41,6510-07-13 04:04:41,6515-04-11 04:04:41
245,860,61,1254,4721,5649-10-16 01:02:18,5649-10-17 01:02:18,5654-02-27 01:02:18
230,905,655,2780,1961,6686-12-31 07:33:58,6687-01-01 07:33:58,6689-07-11 07:33:58
393,832,135,1917,2381,6049-07-15 06:42:08,6049-07-16 06:42:08,6052-08-10 06:42:08
451,938,838,2671,3270,5920-08-02 06:01:03,5920-08-03 06:01:03,5927-07-15 06:01:03
429,518,332,1153,1513,6589-01-09 10:07:26,6589-01-10 10:07:26,6596-10-23 10:07:26
975,56,94,1903,2949,6363-06-05 18:50:57,6363-06-06 18:50:57,6364-03-31 18:50:57
349,765,164,105,3951,6207-06-13 11:24:21,6207-06-14 11:24:21,6209-10-23 11:24:21
454,527,234,4617,4489,7164-11-03 06:03:59,7164-11-04 06:03:59,7170-08-01 06:03:59
845,499,786,440,1309,7068-01-24 08:17:33,7068-01-25 08:17:33,7068-05-14 08:17:33
827,883,295,2174,3124,6977-05-24 18:14:25,6977-05-25 18:14:25,6980-03-26 18:14:25
20,125,827,3333,4182,5449-05-25 22:20:38,5449-05-26 22:20:38,5457-03-15 22:20:38
441,812,174,1536,2362,6097-04-18 06:31:49,6097-04-19 06:31:49,6098-05-26 06:31:49
372,994,607,2343,1748,6765-08-21 23:01:09,6765-08-22 23:01:09,6772-02-06 23:01:09
551,579,288,1736,591,7254-01-12 15:03:04,7254-01-13 15:03:04,7255-12-11 15:03:04
87,137,959,4934,1928,6246-08-05 20:12:25,6246-08-06 20:12:25,6247-04-27 20:12:25
250,616,715,2911,1716,6303-05-05 20:07:45,6303-05-06 20:07:45,6310-05-22 20:07:45
218,906,113,4405,1250,5708-12-26 12:49:07,5708-12-27 12:49:07,5711-12-26 12:49:07
194,637,330,2903,3417,6169-06-15 12:40:57,6169-06-16 12:40:57,6174-08-24 12:40:57
991,666,688,496,558,7151-08-09 20:54:37,7151-08-10 20:54:37,7156-12-04 20:54:37
482,687,696,943,857,6227-01-03 23:07:42,6227-01-04 23:07:42,6231-01-17 23:07:42
344,877,204,1765,2740,6470-01-03 22:38:00,6470-01-04 22:38:00,6475-03-03 22:38:00
819,337,178,501,2032,7170-05-03 02:15:58,7170-05-04 02:15:58,7177-03-03 02:15:58
307,402,116,1581,985,6670-06-15 05:22:13,6670-06-16 05:22:13,6673-03-02 05:22:13
591,855,791,3562,128,6258-11-10 17:18:48,6258-11-11 17:18:48,6261-01-23 17:18:48
89,288,644,2878,2729,5811-03-17 19:31:43,5811-03-18 19:31:43,5811-11-14 19:31:43
582,225,315,4854,3037,7165-06-08 02:52:01,7165-06-09 02:52:01,7166-04-05 02:52:01
777,987,513,1693,161,5879-02-19 23:54:05,5879-02-20 23:54:05,5882-06-28 23:54:05
989,859,819,3528,1985,5766-05-25 08:54:43,5766-05-26 08:54:43,5773-12-01 08:54:43
375,49,128,1834,978,6373-10-27 10:54:27,6373-10-28 10:54:27,6374-03-12 10:54:27
572,448,1,1205,3999,6997-06-13 17:27:39,6997-06-14 17:27:39,7004-11-25 17:27:39
672,884,287,1615,592,6404-06-05 19:03:02,6404-06-06 19:03:02,6409-07-20 19:03:02
547,386,330,4628,3958,6777-05-02 02:44:08,6777-05-03 02:44:08,6781-05-02 02:44:08
213,71,686,4989,3471,6657-03-05 11:02:32,6657-03-06 11:02:32,6664-06-18 11:02:32
942,31,917,2532,4198,5387-12-30 16:14:46,5387-12-31 16:14:46,5392-04-10 16:14:46
453,541,57,845,2232,5178-10-07 00:49:15,5178-10-08 00:49:15,5186-05-15 00:49:15
635,429,761,4740,4708,5258-01-31 06:15:41,5258-02-01 06:15:41,5258-06-08 06:15:41
112,394,738,643,4963,5876-07-25 02:07:50,5876-07-26 02:07:50,5883-03-23 02:07:50
997,95,525,4800,3090,5115-10-08 17:11:51,5115-10-09 17:11:51,5116-05-02 17:11:51
514,480,343,2486,764,6193-03-29 21:22:28,6193-03-30 21:22:28,6194-07-11 21:22:28
933,934,920,2468,483,7060-05-12 02:05:09,7060-05-13 02:05:09,7067-09-02 02:05:09
55,912,701,4358,1773,6480-10-09 03:52:42,6480-10-10 03:52:42,6488-06-10 03:52:42
747,164,68,1247,351,6758-11-11 13:05:11,6758-11-12 13:05:11,6758-12-29 13:05:11
112,190,765,726,2391,6388-01-21 00:35:42,6388-01-22 00:35:42,6393-06-03 00:35:42
476,816,479,3641,2351,6903-11-18 20:28:27,6903-11-19 20:28:27,6910-03-11 20:28:27
704,625,992,229,4655,6335-08-26 03:05:58,6335-08-27 03:05:58,6340-09-07 03:05:58
302,791,312,3852,1053,5885-08-02 19:14:05,5885-08-03 19:14:05,5887-09-14 19:14:05
889,732,283,4008,2604,6164-09-16 09:13:47,6164-09-17 09:13:47,6171-05-29 09:13:47
667,993,907,4253,1693,6233-11-23 19:51:36,6233-11-24 19:51:36,6239-01-24 19:51:36
690,792,55,2515,533,6577-08-03 19:15:37,6577-08-04 19:15:37,6579-01-12 19:15:37
759,282,393,1252,1962,6182-04-18 15:04:26,6182-04-19 15:04:26,6184-03-04 15:04:26
16,35,801,4030,785,6670-02-03 00:03:29,6670-02-04 00:03:29,6673-06-23 00:03:29
521,763,273,1410,1509,7192-08-18 14:31:22,7192-08-19 14:31:22,7194-04-01 14:31:22
881,692,893,3838,3990,5010-04-13 08:57:49,5010-04-14 08:57:49,5014-09-05 08:57:49
589,467,294,705,3820,7263-03-22 01:36:32,7263-03-23 01:36:32,7267-03-29 01:36:32
780,495,222,3149,673,5744-06-10 06:02:37,5744-06-11 06:02:37,5748-07-18 06:02:37
648,366,103,4382,68,6171-07-11 22:27:32,6171-07-12 22:27:32,6178-01-17 22:27:32
796,464,365,2488,469,6657-03-14 02:00:50,6657-03-15 02:00:50,6659-08-04 02:00:50
582,712,763,2336,4788,5672-01-25 08:59:09,5672-01-26 08:59:09,5674-08-17 08:59:09
860,675,457,3134,3531,6991-02-12 12:54:49,6991-02-13 12:54:49,6996-08-20 12:54:49
207,996,47,2558,773,6189-08-05 14:55:45,6189-08-06 14:55:45,6197-03-11 14:55:45
106,743,698,3125,4700,6299-09-13 15:14:42,6299-09-14 15:14:42,6304-12-02 15:14:42
941,668,556,820,946,6194-09-27 23:13:00,6194-09-28 23:13:00,6195-07-12 23:13:00
550,603,95,4456,2593,6863-11-02 01:07:46,6863-11-03 01:07:46,6870-10-16 01:07:46
507,583,913,5000,4693,6675-02-03 07:38:02,6675-02-04 07:38:02,6676-03-19 07:38:02
963,651,962,4339,4781,6484-02-27 19:43:08,6484-02-28 19:43:08,6489-03-26 19:43:08
329,305,715,4847,3713,6482-04-04 00:03:13,6482-04-05 00:03:13,6486-03-22 00:03:13
274,534,158,4007,3101,5209-02-18 15:55:00,5209-02-19 15:55:00,5214-05-07 15:55:00
216,484,7,4481,3334,5406-02-08 04:49:25,5406-02-09 04:49:25,5412-10-13 04:49:25
74,46,226,521,3459,7141-02-14 17:08:27,7141-02-15 17:08:27,7141-12-29 17:08:27
732,955,756,3895,3552,5908-09-13 01:29:20,5908-09-14 01:29:20,5914-02-10 01:29:20
688,942,655,973,4242,5368-04-15 18:44:34,5368-04-16 18:44:34,5371-06-20 18:44:34
27,727,852,2198,660,5069-01-26 12:06:00,5069-01-27 12:06:00,5074-12-23 12:06:00
900,606,375,2703,3940,5355-06-04 05:01:58,5355-06-05 05:01:58,5361-11-06 05:01:58
181,282,942,2012,763,5932-03-10 09:56:22,5932-03-11 09:56:22,5933-11-01 09:56:22
499,218,805,2299,805,6177-07-09 23:05:17,6177-07-10 23:05:17,6185-04-15 23:05:17
420,15,765,1387,2484,5391-01-13 17:09:35,5391-01-14 17:09:35,5392-06-24 17:09:35
101,558,93,2241,4514,5177-05-02 21:54:35,5177-05-03 21:54:35,5178-10-18 21:54:35
425,494,158,874,2024,6613-11-10 06:09:39,6613-11-11 06:09:39,6621-04-09 06:09:39
313,556,658,2288,198,5524-06-17 03:08:54,5524-06-18 03:08:54,5528-06-27 03:08:54
416,412,139,708,4016,6914-09-15 14:42:52,6914-09-16 14:42:52,6919-08-22 14:42:52
959,325,502,1620,2442,7064-10-18 09:38:21,7064-10-19 09:38:21,7072-06-26 09:38:21
491,448,707,4361,2572,4974-01-29 22:50:00,4974-01-30 22:50:00,4979-10-01 22:50:00
317,725,782,13,868,6340-04-01 14:08:19,6340-04-02 14:08:19,6343-09-27 14:08:19
49,595,419,1615,2926,5796-12-12 07:12:39,5796-12-13 07:12:39,5802-12-07 07:12:39
302,334,956,2721,4527,5409-10-21 08:24:41,5409-10-22 08:24:41,5411-11-28 08:24:41
969,439,857,1450,867,7211-05-03 21:55:32,7211-05-04 21:55:32,7218-08-13 21:55:32
60,953,56,3303,3632,5751-08-13 18:00:37,5751-08-14 18:00:37,5755-08-10 18:00:37
929,632,394,2176,1689,7126-07-30 00:24:50,7126-07-31 00:24:50,7130-04-30 00:24:50
366,352,236,2804,282,6830-05-22 11:50:20,6830-05-23 11:50:20,6830-12-04 11:50:20
188,500,627,1738,935,5745-11-11 20:32:56,5745-11-12 20:32:56,5751-02-21 20:32:56
965,642,353,2906,2738,7159-09-17 18:36:56,7159-09-18 18:36:56,7161-04-18 18:36:56
280,918,343,1416,4901,7034-07-26 10:44:58,7034-07-27 10:44:58,7039-01-21 10:44:58
199,101,577,3981,3817,5270-06-18 10:46:17,5270-06-19 10:46:17,5276-01-03 10:46:17
951,286,475,1204,3667,6734-06-08 06:33:04,6734-06-09 06:33:04,6737-07-29 06:33:04
471,719,241,4554,4633,5137-08-16 05:57:49,5137-08-17 05:57:49,5144-06-24 05:57:49
872,822,977,4235,3313,6758-04-28 15:00:43,6758-04-29 15:00:43,6759-05-25 15:00:43
390,185,892,2269,3593,6027-03-30 22:13:54,6027-03-31 22:13:54,6030-05-13 22:13:54
174,36,95,3038,1051,6033-07-01 18:31:09,6033-07-02 18:31:09,6037-08-14 18:31:09
24,441,281,4684,1943,5810-05-01 21:10:42,5810-05-02 21:10:42,5812-10-31 21:10:42
938,608,362,37,4450,6190-01-18 01:32:12,6190-01-19 01:32:12,6190-09-24 01:32:12
858,316,161,4109,532,5350-02-05 22:31:42,5350-02-06 22:31:42,5357-06-24 22:31:42
1648,247,234,4109,3840,6782-04-20 00:44:19,6782-04-21 00:44:19,6782-04-21 01:14:19
1609,343,652,4109,1803,5119-08-28 17:02:26,5119-08-29 17:02:26,5119-08-29 17:32:26
1145,867,697,4109,1831,6019-05-03 03:55:10,6019-05-04 03:55:10,6019-05-04 04:25:10
1304,224,239,4109,1055,7082-12-22 03:50:25,7082-12-23 03:50:25,7082-12-23 04:20:25
1484,869,278,4109,2881,6590-09-20 13:17:48,6590-09-21 13:17:48,6590-09-21 13:47:48
1886,597,338,4109,3447,6297-01-29 23:50:00,6297-01-30 23:50:00,6297-01-31 00:20:00
1569,872,824,4109,2239,5486-11-12 09:30:34,5486-11-13 09:30:34,5486-11-13 10:00:34
1950,237,349,4109,1022,5134-12-05 08:07:05,5134-12-06 08:07:05,5134-12-06 08:37:05
1149,13,220,4109,3475,6994-04-06 18:07:04,6994-04-07 18:07:04,6994-04-07 18:37:04
1499,122,988,4109,4935,7009-08-16 19:11:16,7009-08-17 19:11:16,7009-08-17 19:41:16
1166,557,618,4109,4875,5757-03-22 09:09:30,5757-03-23 09:09:30,5757-03-23 09:39:30
1833,783,143,4109,3941,6099-05-08 14:40:28,6099-05-09 14:40:28,6099-05-09 15:10:28
1451,773,883,4109,3238,4995-11-01 09:10:34,4995-11-02 09:10:34,4995-11-02 09:40:34
1494,275,261,4109,2160,5802-12-29 07:31:25,5802-12-30 07:31:25,5802-12-30 08:01:25
1378,898,518,4109,1045,5819-02-24 08:17:41,5819-02-25 08:17:41,5819-02-25 08:47:41
1138,466,372,4109,2404,7167-08-28 22:56:03,7167-08-29 22:56:03,7167-08-29 23:26:03
1912,24,804,4109,4513,5775-03-17 03:26:41,5775-03-18 03:26:41,5775-03-18 03:56:41
1765,16,336,4109,219,5543-05-17 18:16:47,5543-05-18 18:16:47,5543-05-18 18:46:47
1602,894,418,4109,313,7152-01-22 01:41:22,7152-01-23 01:41:22,7152-01-23 02:11:22
1429,756,799,4109,1967,7179-01-27 18:33:04,7179-01-28 18:33:04,7179-01-28 19:03:04
1134,146,833,4109,2548,5618-11-10 04:12:15,5618-11-11 04:12:15,5618-11-11 04:42:15
1440,147,123,4109,1564,6522-09-23 04:52:58,6522-09-24 04:52:58,6522-09-24 05:22:58
1340,45,630,4109,2534,6724-04-27 01:30:18,6724-04-28 01:30:18,6724-04-28 02:00:18
1902,66,793,4109,4181,6021-09-05 20:06:53,6021-09-06 20:06:53,6021-09-06 20:36:53
1355,50,103,4109,2964,5510-02-01 18:09:19,5510-02-02 18:09:19,5510-02-02 18:39:19
1100,892,617,4109,372,5525-10-09 16:23:06,5525-10-10 16:23:06,5525-10-10 16:53:06
1553,704,603,4109,67,6025-09-02 07:29:01,6025-09-03 07:29:01,6025-09-03 07:59:01
1143,892,874,4109,839,5392-09-16 01:24:19,5392-09-17 01:24:19,5392-09-17 01:54:19
1770,445,595,4109,2113,5848-08-31 14:13:44,5848-09-01 14:13:44,5848-09-01 14:43:44
1475,927,165,4109,4765,5100-02-06 11:16:33,5100-02-07 11:16:33,5100-02-07 11:46:33
1708,326,143,4109,4466,6254-08-15 05:48:40,6254-08-16 05:48:40,6254-08-16 06:18:40
1382,539,71,4109,1710,5899-07-04 04:26:23,5899-07-05 04:26:23,5899-07-05 04:56:23
1338,137,984,4109,684,5990-08-27 18:40:05,5990-08-28 18:40:05,5990-08-28 19:10:05
1200,596,490,4109,2698,6084-08-23 21:31:14,6084-08-24 21:31:14,6084-08-24 22:01:14
1408,910,491,4109,1005,6195-10-09 10:57:59,6195-10-10 10:57:59,6195-10-10 11:27:59
1249,89,339,4109,2316,6205-03-30 11:05:16,6205-03-31 11:05:16,6205-03-31 11:35:16
1309,286,599,4109,4846,7079-03-09 17:03:04,7079-03-10 17:03:04,7079-03-10 17:33:04
1706,254,454,4109,985,6511-11-03 09:18:46,6511-11-04 09:18:46,6511-11-04 09:48:46
1911,696,387,4109,701,6497-02-27 21:21:10,6497-02-28 21:21:10,6497-02-28 21:51:10
1303,116,36,4109,315,5244-08-29 13:17:07,5244-08-30 13:17:07,5244-08-30 13:47:07
1700,185,335,4109,4875,6005-04-28 09:59:26,6005-04-29 09:59:26,6005-04-29 10:29:26
1548,442,691,4109,2504,5543-01-03 04:22:08,5543-01-04 04:22:08,5543-01-04 04:52:08
1898,218,712,4109,1756,6234-03-30 08:01:15,6234-03-31 08:01:15,6234-03-31 08:31:15
1514,403,996,4109,473,6208-08-09 23:12:34,6208-08-10 23:12:34,6208-08-10 23:42:34
1534,905,986,4109,2058,5020-01-30 23:24:51,5020-01-31 23:24:51,5020-01-31 23:54:51
1600,449,514,4109,1869,5729-01-31 22:48:10,5729-02-01 22:48:10,5729-02-01 23:18:10
1979,806,990,4109,3799,5736-10-24 21:28:09,5736-10-25 21:28:09,5736-10-25 21:58:09
1723,932,983,4109,4812,6358-11-04 20:51:01,6358-11-05 20:51:01,6358-11-05 21:21:01
1897,730,313,4109,567,6459-09-24 03:19:27,6459-09-25 03:19:27,6459-09-25 03:49:27
1369,167,890,4109,1716,5930-12-15 20:46:57,5930-12-16 20:46:57,5930-12-16 21:16:57
1475,412,64,4109,4706,6781-02-06 17:40:51,6781-02-07 17:40:51,6781-02-07 18:10:51
1935,719,404,4109,476,6605-01-31 07:19:31,6605-02-01 07:19:31,6605-02-01 07:49:31
1445,607,51,4109,1469,5415-06-11 07:14:36,5415-06-12 07:14:36,5415-06-12 07:44:36
1957,626,442,4109,4161,6093-03-28 01:47:11,6093-03-29 01:47:11,6093-03-29 02:17:11
1848,69,855,4109,4708,6524-11-19 20:30:35,6524-11-20 20:30:35,6524-11-20 21:00:35
1237,627,839,4109,4113,6496-01-24 22:31:50,6496-01-25 22:31:50,6496-01-25 23:01:50
1414,103,178,4109,2041,5313-05-30 17:20:25,5313-05-31 17:20:25,5313-05-31 17:50:25
1304,316,9,4109,1052,6009-04-21 18:35:38,6009-04-22 18:35:38,6009-04-22 19:05:38
1637,877,811,4109,4858,5349-03-17 21:48:09,5349-03-18 21:48:09,5349-03-18 22:18:09
1870,697,95,4109,1279,5254-11-01 19:46:18,5254-11-02 19:46:18,5254-11-02 20:16:18
1552,630,795,4109,4837,6619-01-22 13:26:20,6619-01-23 13:26:20,6619-01-23 13:56:20
1775,468,327,4109,4550,5354-02-02 23:15:04,5354-02-03 23:15:04,5354-02-03 23:45:04
1458,316,202,4109,835,5825-05-06 05:41:38,5825-05-07 05:41:38,5825-05-07 06:11:38
1005,783,919,4109,1603,5637-04-20 20:08:59,5637-04-21 20:08:59,5637-04-21 20:38:59
1566,129,482,4109,1622,6415-10-01 07:00:48,6415-10-02 07:00:48,6415-10-02 07:30:48
1812,391,605,4109,67,6299-05-10 03:09:00,6299-05-11 03:09:00,6299-05-11 03:39:00
1431,670,466,4109,3850,6658-03-20 14:26:52,6658-03-21 14:26:52,6658-03-21 14:56:52
1411,306,776,4109,199,6924-05-29 16:18:42,6924-05-30 16:18:42,6924-05-30 16:48:42
1798,394,659,4109,1236,5417-03-29 00:32:27,5417-03-30 00:32:27,5417-03-30 01:02:27
1414,973,507,4109,4661,5109-01-18 13:40:21,5109-01-19 13:40:21,5109-01-19 14:10:21
1947,812,341,4109,4039,5816-04-07 10:08:26,5816-04-08 10:08:26,5816-04-08 10:38:26
1618,951,188,4109,2320,5333-09-17 14:29:01,5333-09-18 14:29:01,5333-09-18 14:59:01
1212,270,68,4109,1027,6030-04-05 10:22:19,6030-04-06 10:22:19,6030-04-06 10:52:19
